delta_aics (1220, 2)
scan progress 624 25.0
scan progress 625 25.04
scan progress 626 25.08
scan progress 627 25.12
scan progress 628 25.16
scan progress 629 25.2
scan progress 630 25.24
scan progress 631 25.28
scan progress 632 25.32
scan progress 633 25.36
scan progress 634 25.4
scan progress 635 25.44
scan progress 636 25.48
scan progress 637 25.52
scan progress 638 25.56
scan progress 639 25.6
scan progress 640 25.64
scan progress 641 25.68
scan progress 642 25.72
scan progress 643 25.76
scan progress 644 25.8
scan progress 645 25.84
scan progress 646 25.88
scan progress 647 25.92
scan progress 648 25.96
scan progress 649 26.0
scan progress 650 26.04
scan progress 651 26.08
scan progress 652 26.12
scan progress 653 26.16
scan progress 654 26.2
scan progress 655 26.24
scan progress 656 26.28
scan progress 657 26.32
scan progress 658 26.36
scan progress 659 26.4
scan progress 660 26.44
scan progress 661 26.48
scan progress 662 26.52
scan progress 663 26.56
scan progress 664 26.6
scan progress 665 26.64
scan progress 666 26.68
scan progress 667 26.72
scan progress 668 26.76
scan progress 669 26.8
scan progress 670 26.84
scan progress 671 26.88
scan progress 672 26.92
scan progress 673 26.96
scan progress 674 27.0
scan progress 675 27.04
scan progress 676 27.08
scan progress 677 27.12
scan progress 678 27.16
scan progress 679 27.2
scan progress 680 27.24
scan progress 681 27.28
scan progress 682 27.32
scan progress 683 27.36
scan progress 684 27.4
scan progress 685 27.44
scan progress 686 27.48
scan progress 687 27.52
scan progress 688 27.56
scan progress 689 27.6
scan progress 690 27.64
scan progress 691 27.68
scan progress 692 27.72
scan progress 693 27.76
scan progress 694 27.8
scan progress 695 27.84
scan progress 696 27.88
scan progress 697 27.92
scan progress 698 27.96
scan progress 699 28.0
scan progress 700 28.04
scan progress 701 28.08
scan progress 702 28.12
scan progress 703 28.16
scan progress 704 28.2
scan progress 705 28.24
scan progress 706 28.28
scan progress 707 28.32
scan progress 708 28.36
scan progress 709 28.4
scan progress 710 28.44
scan progress 711 28.48
scan progress 712 28.52
scan progress 713 28.56
scan progress 714 28.6
scan progress 715 28.64
scan progress 716 28.68
scan progress 717 28.72
scan progress 718 28.76
scan progress 719 28.8
scan progress 720 28.84
scan progress 721 28.88
scan progress 722 28.92
scan progress 723 28.96
scan progress 724 29.0
scan progress 725 29.04
scan progress 726 29.08
scan progress 727 29.12
scan progress 728 29.16
scan progress 729 29.2
scan progress 730 29.24
scan progress 731 29.28
scan progress 732 29.32
scan progress 733 29.36
scan progress 734 29.4
scan progress 735 29.44
scan progress 736 29.48
scan progress 737 29.52
scan progress 738 29.56
scan progress 739 29.6
scan progress 740 29.64
scan progress 741 29.68
scan progress 742 29.72
scan progress 743 29.76
scan progress 744 29.8
scan progress 745 29.84
scan progress 746 29.88
scan progress 747 29.92
scan progress 748 29.96
scan progress 749 30.0
scan progress 750 30.04
scan progress 751 30.08
scan progress 752 30.12
scan progress 753 30.16
scan progress 754 30.2
scan progress 755 30.24
scan progress 756 30.28
scan progress 757 30.32
scan progress 758 30.36
scan progress 759 30.4
scan progress 760 30.44
scan progress 761 30.48
scan progress 762 30.52
scan progress 763 30.56
