uid,pop_key,focal_population,focal_population_label,reference_population,reference_population_label,statistic,chromosome,rank,epicenter,epicenter_seqid,epicenter_coord,focus_start,focus_start_seqid,focus_start_coord,focus_end,focus_end_seqid,focus_end_coord,peak_start,peak_start_seqid,peak_start_coord,peak_end,peak_end_seqid,peak_end_coord,delta_aic,delta_aic_left,delta_aic_right,min_flank_delta_aic,max_value,max_percentile,overlapping_genes,known_loci
H12/AOM/2/3,AOM,AOM,Angola *An. coluzzii*,,,H12,2,3,86800000,2L,25254895,86760000,2L,25214895,86880000,2L,25334895,86485106,2L,24940001,88045105,2L,26500000,398.976318359375,177.51670837402344,203.86886596679688,177.51670837402344,0.12347222222222222,0.9568022943179781,AGAP006027,Rdl
H12/AOM/2/4,AOM,AOM,Angola *An. coluzzii*,,,H12,2,4,58760000,2R,58760000,58660000,2R,58660000,59200000,2R,59200000,56760001,2R,56760001,66445105,2L,4900000,395.0581359863281,185.8831787109375,170.16915893554688,170.16915893554688,0.447638888888889,0.999775945509948,AGAP004630 AGAP004631 AGAP004632 AGAP004633 AGAP004634 AGAP004635 AGAP013218 AGAP004636 AGAP004637 AGAP013117 AGAP004638 AGAP004639 AGAP004640 AGAP013302 AGAP004641 AGAP004642 AGAP013063 AGAP004643 AGAP004644 AGAP004645,
IHS/BFM/X/2,BFM,BFM,Burkina Faso *An. coluzzii*,,,IHS,X,2,9180000,X,9180000,9040000,X,9040000,9300000,X,9300000,7472016,X,7472016,12593880,X,12593880,394.78070068359375,207.21165466308594,167.3900604248047,167.3900604248047,5.073936580011431,0.9738057489487834,AGAP000512 AGAP000513 AGAP000514 AGAP000515 AGAP000516 AGAP000519 AGAP000520 AGAP000521,
XPEHH/BFS.UGS/2/4,BFS.UGS,BFS,Burkina Faso *An. gambiae*,UGS,Uganda *An. gambiae*,XPEHH,2,4,87000000,2L,25454895,86980000,2L,25434895,87020000,2L,25474895,86859814,2L,25314709,87103964,2L,25558859,388.1612243652344,450.423095703125,198.89651489257812,198.89651489257812,4.618859885373261,0.9830644662834539,AGAP006029 AGAP006030 AGAP006031 AGAP006032 AGAP006033 AGAP006034,Rdl
H12/BFS/2/4,BFS,BFS,Burkina Faso *An. gambiae*,,,H12,2,4,40820000,2R,40820000,40640000,2R,40640000,41060000,2R,41060000,40300001,2R,40300001,41800000,2R,41800000,384.3172607421875,230.70791625976562,155.64698791503906,155.64698791503906,0.15614997713763146,0.958950562198822,AGAP003624 AGAP029110 AGAP003626 AGAP013221 AGAP012946 AGAP003627 AGAP003629 AGAP003630 AGAP003631 AGAP003632 AGAP003633 AGAP003635 AGAP003636 AGAP003638 AGAP003639 AGAP003640 AGAP003641 AGAP003642 AGAP003643 AGAP003644 AGAP003645 AGAP013307 AGAP003646 AGAP003647 AGAP003648 AGAP003649 AGAP003650 AGAP003651 AGAP012992 AGAP013502 AGAP003652,
H12/GWA/2/1,GWA,GWA,Guinea Bissau,,,H12,2,1,93520000,2L,31974895,93500000,2L,31954895,93540000,2L,31994895,93365106,2L,31820001,93625105,2L,32080000,382.0169677734375,253.6887664794922,184.43748474121094,184.43748474121094,0.29300567107750464,0.9921024451186864,AGAP006439 AGAP006440,
XPEHH/GAS.BFS/2/1,GAS.BFS,GAS,Gabon *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,2,1,77060000,2L,15514895,76840000,2L,15294895,77240000,2L,15694895,75134322,2L,13589217,79916867,2L,18371762,380.55596923828125,198.75242614746094,189.066650390625,189.066650390625,3.6834163590617286,0.980722891566265,AGAP005412 AGAP005413 AGAP005414 AGAP005415 AGAP005416 AGAP005417 AGAP005418 AGAP005419 AGAP005420 AGAP005421 AGAP005422 AGAP005423 AGAP005424 AGAP013197 AGAP005425 AGAP005427 AGAP005428 AGAP005429 AGAP005430 AGAP005431 AGAP005432 AGAP005433 AGAP005434 AGAP028445 AGAP005435 AGAP005437 AGAP005438 AGAP005440 AGAP005444 AGAP005445 AGAP005446 AGAP005447 AGAP005448 AGAP005449 AGAP005450,
H12/GWA/2/2,GWA,GWA,Guinea Bissau,,,H12,2,2,47780000,2R,47780000,47740000,2R,47740000,47800000,2R,47800000,47620001,2R,47620001,48120000,2R,48120000,380.5074157714844,194.8421630859375,217.92852783203125,194.8421630859375,0.27055765595463144,0.9889791183294664,AGAP004000,
XPEHH/UGS.BFS/2/3,UGS.BFS,UGS,Uganda *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,2,3,57400000,2R,57400000,57280000,2R,57280000,57620000,2R,57620000,56587513,2R,56587513,59005064,2R,59005064,376.15887451171875,127.39324951171875,244.31678771972656,127.39324951171875,7.805856540397235,0.9951117318435754,AGAP004517 AGAP004518 AGAP004519 AGAP004520 AGAP004521 AGAP004522 AGAP004523 AGAP004524 AGAP004527 AGAP004528 AGAP004529 AGAP004530 AGAP004531 AGAP004532 AGAP004533 AGAP004534 AGAP004535 AGAP004537 AGAP004541 AGAP004543 AGAP004544 AGAP028407 AGAP004545 AGAP004546 AGAP004548 AGAP004549 AGAP004550 AGAP004551 AGAP004552 AGAP004553 AGAP004554 AGAP004555 AGAP004556 AGAP004557 AGAP004558 AGAP004559 AGAP004560 AGAP004562 AGAP004563,
H12/BFS/2/5,BFS,BFS,Burkina Faso *An. gambiae*,,,H12,2,5,87020000,2L,25474895,87000000,2L,25454895,87080000,2L,25534895,86525106,2L,24980001,87365105,2L,25820000,375.93853759765625,257.57293701171875,152.7975311279297,152.7975311279297,0.1641061927525776,0.9612707478136713,AGAP006030 AGAP006031 AGAP006032 AGAP006033 AGAP006034 AGAP006035 AGAP006036 AGAP006037 AGAP006038 AGAP006039,Rdl
H12/BFM/2/4,BFM,BFM,Burkina Faso *An. coluzzii*,,,H12,2,4,28480000,2R,28480000,28420000,2R,28420000,28520000,2R,28520000,28080001,2R,28080001,28820000,2R,28820000,366.3493347167969,146.18533325195312,315.92047119140625,146.18533325195312,0.41430371770636415,0.9847403176869535,AGAP002859 AGAP002862 AGAP013128 AGAP002863 AGAP002864 AGAP002865 AGAP002866 AGAP002867 AGAP002868 AGAP002869 AGAP002870 AGAP013202,Cyp6p
XPEHH/AOM.BFM/2/2,AOM.BFM,AOM,Angola *An. coluzzii*,BFM,Burkina Faso *An. coluzzii*,XPEHH,2,2,65200000,2L,3654895,65120000,2L,3574895,65380000,2L,3834895,64561831,2L,3016726,68236631,2L,6691526,364.88055419921875,95.42693328857422,281.8293762207031,95.42693328857422,5.8385791776627425,0.9993706733794839,AGAP004789 AGAP004790 AGAP004791 AGAP004792 AGAP004793 AGAP004794 AGAP004795 AGAP004797 AGAP004798 AGAP004799 AGAP004800 AGAP004801 AGAP004802 AGAP004803 AGAP004804 AGAP004805 AGAP004806 AGAP004807 AGAP004808 AGAP004809 AGAP004810 AGAP004811 AGAP004812 AGAP004813 AGAP004814 AGAP004815,
IHS/GWA/3/1,GWA,GWA,Guinea Bissau,,,IHS,3,1,680000,3R,680000,660000,3R,660000,700000,3R,700000,260057,3R,260057,785332,3R,785332,363.9042663574219,48.02043533325195,148.01280212402344,48.02043533325195,5.002492562039009,0.999692855826525,AGAP007776,
XPEHH/BFM.BFS/2/2,BFM.BFS,BFM,Burkina Faso *An. coluzzii*,BFS,Burkina Faso *An. gambiae*,XPEHH,2,2,24880000,2R,24880000,24820000,2R,24820000,24900000,2R,24900000,24530757,2R,24530757,24968346,2R,24968346,360.4115905761719,297.0904846191406,93.45088195800781,93.45088195800781,7.699720277776317,0.998108448928121,AGAP002636 AGAP002637 AGAP013045 AGAP002638 AGAP002639 AGAP002640 AGAP013517 AGAP013086 AGAP013456 AGAP013225 AGAP013322 AGAP013353 AGAP013110 AGAP013484 AGAP013247 AGAP013316 AGAP002641 AGAP002642,
XPEHH/AOM.BFM/2/1,AOM.BFM,AOM,Angola *An. coluzzii*,BFM,Burkina Faso *An. coluzzii*,XPEHH,2,1,56860000,2R,56860000,56520000,2R,56520000,56920000,2R,56920000,55746804,2R,55746804,64896688,2L,3351583,354.70306396484375,92.46378326416016,52.000675201416016,52.000675201416016,5.905897097191784,0.9994965387035871,AGAP004453 AGAP004454 AGAP004455 AGAP004456 AGAP004457 AGAP004458 AGAP004459 AGAP004460 AGAP004461 AGAP004462 AGAP004463 AGAP004464 AGAP004465 AGAP004466 AGAP004467 AGAP004468 AGAP004469 AGAP004470 AGAP004471 AGAP004472 AGAP004473 AGAP013052 AGAP004474 AGAP004475 AGAP004476 AGAP004477 AGAP004478 AGAP004479 AGAP004480 AGAP004481 AGAP004483 AGAP004484 AGAP004485 AGAP004486 AGAP004487 AGAP004488 AGAP004489 AGAP004490 AGAP004491 AGAP004492,
XPEHH/UGS.CMS/2/2,UGS.CMS,UGS,Uganda *An. gambiae*,CMS,Cameroon *An. gambiae*,XPEHH,2,2,58340000,2R,58340000,58120000,2R,58120000,58520000,2R,58520000,56985896,2R,56985896,66399025,2L,4853920,348.4845275878906,215.35472106933594,132.47047424316406,132.47047424316406,8.114463056527798,0.9960544856740253,AGAP004587 AGAP004588 AGAP004589 AGAP004590 AGAP013326 AGAP004591 AGAP004592 AGAP004593 AGAP004594 AGAP004595 AGAP004596 AGAP004597 AGAP004598 AGAP004599 AGAP004604 AGAP004600 AGAP004602 AGAP004603 AGAP004605 AGAP004606 AGAP004607 AGAP004608 AGAP004609 AGAP004610 AGAP013073 AGAP004611 AGAP013331 AGAP004612 AGAP004613 AGAP004614 AGAP004615 AGAP004616,
H12/UGS/X/1,UGS,UGS,Uganda *An. gambiae*,,,H12,X,1,15440000,X,15440000,15160000,X,15160000,15480000,X,15480000,14700001,X,14700001,16240000,X,16240000,348.06201171875,311.2931213378906,126.0838394165039,126.0838394165039,0.15138090300688095,0.9485005355230275,AGAP012997 AGAP000818 AGAP000819 AGAP000820 AGAP000821 AGAP000822 AGAP000823 AGAP000824 AGAP000825 AGAP000826 AGAP000829 AGAP000830 AGAP000831 AGAP000832 AGAP000833 AGAP000834 AGAP000835 AGAP028655 AGAP013506,Cyp9k1
XPEHH/GWA.UGS/3/1,GWA.UGS,GWA,Guinea Bissau,UGS,Uganda *An. gambiae*,XPEHH,3,1,680000,3R,680000,660000,3R,660000,700000,3R,700000,439497,3R,439497,738745,3R,738745,346.1143493652344,40.95883560180664,92.03675842285156,40.95883560180664,8.177432914764834,0.999932727884292,AGAP007776,
XPEHH/UGS.CMS/2/3,UGS.CMS,UGS,Uganda *An. gambiae*,CMS,Cameroon *An. gambiae*,XPEHH,2,3,95720000,2L,34174895,95680000,2L,34134895,95780000,2L,34234895,95145418,2L,33600313,95958831,2L,34413726,342.0184020996094,194.0522918701172,169.57501220703125,169.57501220703125,7.411385249409257,0.9922029121653358,AGAP006559 AGAP006560 AGAP006561 AGAP006562 AGAP006563 AGAP006564 AGAP028429 AGAP006566 AGAP028428 AGAP006567 AGAP006568 AGAP006569 AGAP006570 AGAP006571 AGAP006572 AGAP006573 AGAP006574 AGAP006575 AGAP006576 AGAP006577 AGAP006578,
IHS/CMS/2/4,CMS,CMS,Cameroon *An. gambiae*,,,IHS,2,4,19140000,2R,19140000,19100000,2R,19100000,19180000,2R,19180000,18839666,2R,18839666,20332813,2R,20332813,339.6517639160156,108.64576721191406,215.75115966796875,108.64576721191406,3.281376518743285,0.8441880220869319,AGAP002310,
H12/GNS/2/4,GNS,GNS,Guinea *An. gambiae*,,,H12,2,4,87200000,2L,25654895,87080000,2L,25534895,87360000,2L,25814895,86545106,2L,25000001,88045105,2L,26500000,332.0888366699219,230.5127716064453,149.09718322753906,149.09718322753906,0.2585847912832835,0.9777351418882742,AGAP006038 AGAP006040 AGAP006041 AGAP006042 AGAP029130 AGAP029102 AGAP006045 AGAP006046 AGAP006047 AGAP006048 AGAP006049 AGAP006050 AGAP006051 AGAP006052 AGAP006053 AGAP006054 AGAP006055 AGAP006056 AGAP006057 AGAP006058 AGAP006059,
H12/CMS/3/2,CMS,CMS,Cameroon *An. gambiae*,,,H12,3,2,80100000,3L,26899316,80080000,3L,26879316,80120000,3L,26919316,79980685,3L,26780001,80240684,3L,27040000,328.35345458984375,304.18896484375,146.10305786132812,146.10305786132812,0.0651900826446281,0.8918882741388542,AGAP011532 AGAP011533 AGAP011534 AGAP011535 AGAP011536 AGAP011537,
IHS/UGS/3/2,UGS,UGS,Uganda *An. gambiae*,,,IHS,3,2,18860000,3R,18860000,18760000,3R,18760000,19000000,3R,19000000,18346599,3R,18346599,19169946,3R,19169946,327.4133605957031,141.95228576660156,225.05044555664062,141.95228576660156,3.446474946497788,0.9289840777793433,AGAP008824 AGAP008825 AGAP008826,
H12/GAS/2/2,GAS,GAS,Gabon *An. gambiae*,,,H12,2,2,64440000,2L,2894895,64280000,2L,2734895,64640000,2L,3094895,63365106,2L,1820001,65685105,2L,4140000,325.8609313964844,157.28118896484375,157.57217407226562,157.28118896484375,0.3228635204081632,0.997933698679364,AGAP004720 AGAP004721 AGAP004722 AGAP004723 AGAP004724 AGAP004725 AGAP004726 AGAP004727 AGAP004728 AGAP004729 AGAP004730 AGAP004731 AGAP029113 AGAP004733 AGAP004735 AGAP004736 AGAP004737 AGAP004738 AGAP004739 AGAP004740 AGAP004741 AGAP004742 AGAP004743 AGAP004744 AGAP004745 AGAP004746 AGAP004747 AGAP004748 AGAP004749 AGAP004750 AGAP004751 AGAP004752 AGAP004753 AGAP004754 AGAP004755 AGAP004756 AGAP013546 AGAP004757 AGAP004758 AGAP004759 AGAP004760,
IHS/AOM/2/1,AOM,AOM,Angola *An. coluzzii*,,,IHS,2,1,28000000,2R,28000000,27980000,2R,27980000,28040000,2R,28040000,27826006,2R,27826006,28717448,2R,28717448,324.56402587890625,96.90234375,225.25050354003906,96.90234375,7.938492011220201,1.0,AGAP002822 AGAP002823 AGAP002824 AGAP002825,
XPEHH/AOM.BFM/3/1,AOM.BFM,AOM,Angola *An. coluzzii*,BFM,Burkina Faso *An. coluzzii*,XPEHH,3,1,44320000,3R,44320000,43860000,3R,43860000,44500000,3R,44500000,43187516,3R,43187516,44851549,3R,44851549,314.7347717285156,189.28208923339844,149.0191650390625,149.0191650390625,5.363911112914354,0.9971050975456262,AGAP009828 AGAP009829 AGAP009830 AGAP009831 AGAP009832 AGAP028572 AGAP009833 AGAP009834 AGAP009835 AGAP009836 AGAP009837 AGAP009838 AGAP009839 AGAP009840 AGAP009841 AGAP009842 AGAP009843 AGAP009844 AGAP009845 AGAP009846 AGAP009847 AGAP009848 AGAP009849 AGAP009850 AGAP009851 AGAP009852 AGAP009853 AGAP009854 AGAP009855 AGAP009856 AGAP009857 AGAP009858 AGAP009859 AGAP009860,
XPEHH/GWA.BFS/3/1,GWA.BFS,GWA,Guinea Bissau,BFS,Burkina Faso *An. gambiae*,XPEHH,3,1,680000,3R,680000,660000,3R,660000,700000,3R,700000,441375,3R,441375,738740,3R,738740,313.0982666015625,39.50814437866211,108.16129302978516,39.50814437866211,6.369137932959331,0.9989974219421369,AGAP007776,
IHS/BFM/2/2,BFM,BFM,Burkina Faso *An. coluzzii*,,,IHS,2,2,41100000,2R,41100000,40880000,2R,40880000,41160000,2R,41160000,40246558,2R,40246558,41315798,2R,41315798,312.8594665527344,177.01614379882812,72.74344635009766,72.74344635009766,6.771497240360083,0.9973805748948783,AGAP003639 AGAP003640 AGAP003641 AGAP003642 AGAP003643 AGAP003644 AGAP003645 AGAP013307 AGAP003646 AGAP003647 AGAP003648 AGAP003649 AGAP003650 AGAP003651 AGAP012992 AGAP013502 AGAP003652 AGAP003654 AGAP003655 AGAP013179,
XPEHH/GWA.BFS/2/1,GWA.BFS,GWA,Guinea Bissau,BFS,Burkina Faso *An. gambiae*,XPEHH,2,1,72880000,2L,11334895,72840000,2L,11294895,72900000,2L,11354895,72742816,2L,11197711,73034161,2L,11489056,309.2529296875,164.08436584472656,177.66314697265625,164.08436584472656,4.070715121906013,0.9801632769979949,AGAP005170 AGAP005171 AGAP005172,
IHS/BFM/2/3,BFM,BFM,Burkina Faso *An. coluzzii*,,,IHS,2,3,86560000,2L,25014895,86300000,2L,24754895,86980000,2L,25434895,85594237,2L,24049132,88288213,2L,26743108,304.4330749511719,209.8136749267578,135.16162109375,135.16162109375,7.51955030973042,0.9990349486454815,AGAP006018 AGAP006019 AGAP006020 AGAP006021 AGAP006022 AGAP006023 AGAP006024 AGAP006025 AGAP006026 AGAP006027 AGAP006028,Rdl
XPEHH/GWA.BFM/2/1,GWA.BFM,GWA,Guinea Bissau,BFM,Burkina Faso *An. coluzzii*,XPEHH,2,1,72840000,2L,11294895,72820000,2L,11274895,72900000,2L,11354895,72699975,2L,11154870,73134177,2L,11589072,304.23919677734375,125.24420166015625,209.62216186523438,125.24420166015625,5.871069336094256,0.9982615566969577,AGAP005169 AGAP005170 AGAP005171 AGAP005172,
XPEHH/GWA.BFM/2/2,GWA.BFM,GWA,Guinea Bissau,BFM,Burkina Faso *An. coluzzii*,XPEHH,2,2,47780000,2R,47780000,47760000,2R,47760000,47800000,2R,47800000,47640469,2R,47640469,48155026,2R,48155026,303.8127136230469,129.17726135253906,191.092041015625,129.17726135253906,6.184272343416179,0.9990517581983406,AGAP004000,
XPEHH/GAS.GWA/X/1,GAS.GWA,GAS,Gabon *An. gambiae*,GWA,Guinea Bissau,XPEHH,X,1,14540000,X,14540000,14460000,X,14460000,14860000,X,14860000,10543177,X,10543177,16101428,X,16101428,301.8771667480469,90.50926971435547,172.6287078857422,90.50926971435547,3.775461811215462,0.9847009735744089,AGAP000795 AGAP000797 AGAP000798 AGAP000801 AGAP000803 AGAP000804 AGAP000805 AGAP000806 AGAP000807 AGAP000808 AGAP013022 AGAP000809 AGAP000810,
H12/GNS/2/3,GNS,GNS,Guinea *An. gambiae*,,,H12,2,3,90200000,2L,28654895,89980000,2L,28434895,90380000,2L,28834895,89265106,2L,27720001,90625105,2L,29080000,301.46240234375,74.33797454833984,172.52967834472656,74.33797454833984,0.34599375650364195,0.9832232732464751,AGAP028453 AGAP006214 AGAP006215 AGAP006216 AGAP006217 AGAP006218 AGAP006219 AGAP006220 AGAP006221 AGAP006222 AGAP006223 AGAP006224 AGAP006225 AGAP006226 AGAP006227 AGAP006228 AGAP006229 AGAP006231 AGAP006232 AGAP006233 AGAP006234 AGAP006235 AGAP006236 AGAP006237 AGAP006238 AGAP006239 AGAP006240 AGAP006241 AGAP006242 AGAP006243 AGAP029069 AGAP006244 AGAP006245 AGAP006246 AGAP006247 AGAP006248 AGAP006249 AGAP006250 AGAP006251 AGAP006252 AGAP006253 AGAP006254 AGAP006255 AGAP006256 AGAP028399 AGAP028454 AGAP006257 AGAP006258 AGAP006259 AGAP006260 AGAP006261 AGAP006262 AGAP006263 AGAP006264 AGAP006265 AGAP006266 AGAP006267 AGAP006268,
XPEHH/UGS.CMS/3/1,UGS.CMS,UGS,Uganda *An. gambiae*,CMS,Cameroon *An. gambiae*,XPEHH,3,1,37140000,3R,37140000,37120000,3R,37120000,37200000,3R,37200000,37072317,3R,37072317,37404693,3R,37404693,300.6022033691406,64.437255859375,214.0247344970703,64.437255859375,7.721547262314778,0.9945514325974636,AGAP009622 AGAP009623 AGAP009624 AGAP009625,
IHS/BFS/3/5,BFS,BFS,Burkina Faso *An. gambiae*,,,IHS,3,5,18860000,3R,18860000,18760000,3R,18760000,18920000,3R,18920000,18471740,3R,18471740,19097017,3R,19097017,297.9423522949219,152.7873077392578,177.34375,152.7873077392578,3.5658439734218246,0.9040579710144927,AGAP008824 AGAP008825,
XPEHH/AOM.BFM/2/3,AOM.BFM,AOM,Angola *An. coluzzii*,BFM,Burkina Faso *An. coluzzii*,XPEHH,2,3,28040000,2R,28040000,28000000,2R,28000000,28060000,2R,28060000,27826753,2R,27826753,28152709,2R,28152709,295.9951477050781,171.79574584960938,143.17642211914062,143.17642211914062,5.111086450720846,0.9940843297671491,AGAP002824 AGAP002825 AGAP002826 AGAP002828,
XPEHH/GWA.BFS/3/2,GWA.BFS,GWA,Guinea Bissau,BFS,Burkina Faso *An. gambiae*,XPEHH,3,2,6340000,3R,6340000,6320000,3R,6320000,6360000,3R,6360000,5829793,3R,5829793,6468831,3R,6468831,295.9886474609375,138.7529754638672,219.11058044433594,138.7529754638672,6.38768006517515,0.9990690346605557,AGAP013774 AGAP008168,
H12/UGS/3/3,UGS,UGS,Uganda *An. gambiae*,,,H12,3,3,44680000,3R,44680000,44380000,3R,44380000,45140000,3R,45140000,38920001,3R,38920001,46020000,3R,46020000,292.54022216796875,153.2188720703125,134.10769653320312,134.10769653320312,0.15392591196154207,0.9496162084969654,AGAP009859 AGAP009860 AGAP009861 AGAP009862 AGAP009863 AGAP009864 AGAP009865 AGAP009866 AGAP009867 AGAP009868 AGAP009869 AGAP009870 AGAP009871 AGAP009872 AGAP009873 AGAP028422 AGAP009874 AGAP009875 AGAP009876 AGAP009877 AGAP009878 AGAP009879 AGAP009880 AGAP009881 AGAP009882 AGAP009883 AGAP009884 AGAP009885 AGAP009886 AGAP009887 AGAP009888 AGAP009889 AGAP009890 AGAP009891 AGAP009893 AGAP028648 AGAP009896 AGAP009897 AGAP009898 AGAP009899,
XPEHH/AOM.BFM/X/1,AOM.BFM,AOM,Angola *An. coluzzii*,BFM,Burkina Faso *An. coluzzii*,XPEHH,X,1,4340000,X,4340000,4320000,X,4320000,4360000,X,4360000,4204419,X,4204419,4501646,X,4501646,292.0500793457031,139.0361328125,179.9442901611328,139.0361328125,5.752338600447879,0.9988672120830712,AGAP000228 AGAP000230 AGAP012975 AGAP000232,
H12/BFS/3/2,BFS,BFS,Burkina Faso *An. gambiae*,,,H12,3,2,80160000,3L,26959316,80080000,3L,26879316,80180000,3L,26979316,79920685,3L,26720001,80240684,3L,27040000,291.6028137207031,199.59703063964844,168.3108367919922,168.3108367919922,0.09625057155921354,0.9270480099946458,AGAP011532 AGAP011533 AGAP011534 AGAP011535 AGAP011536 AGAP011537 AGAP028430 AGAP011538 AGAP011539 AGAP011540 AGAP011541 AGAP011542,
XPEHH/CMS.UGS/2/2,CMS.UGS,CMS,Cameroon *An. gambiae*,UGS,Uganda *An. gambiae*,XPEHH,2,2,86980000,2L,25434895,86960000,2L,25414895,87000000,2L,25454895,86871658,2L,25326553,87124358,2L,25579253,291.4072570800781,91.37112426757812,167.98541259765625,91.37112426757812,2.5647029601086455,0.9028077753779697,AGAP006028 AGAP006029 AGAP006030,Rdl
H12/AOM/2/5,AOM,AOM,Angola *An. coluzzii*,,,H12,2,5,95000000,2L,33454895,94980000,2L,33434895,95060000,2L,33514895,94765106,2L,33220001,95945105,2L,34400000,290.3117370605469,224.5517120361328,123.83867645263672,123.83867645263672,0.15736111111111112,0.9672880444524108,AGAP006514,
XPEHH/UGS.CMS/X/1,UGS.CMS,UGS,Uganda *An. gambiae*,CMS,Cameroon *An. gambiae*,XPEHH,X,1,15380000,X,15380000,15240000,X,15240000,15460000,X,15460000,14547548,X,14547548,16520389,X,16520389,284.96112060546875,208.6869354248047,128.48269653320312,128.48269653320312,11.972040157010255,0.9993424142790043,AGAP000818 AGAP000819 AGAP000820 AGAP000821 AGAP000822 AGAP000823 AGAP000824 AGAP000825 AGAP000826 AGAP000829 AGAP000830 AGAP000831 AGAP000832 AGAP000833 AGAP000834 AGAP000835 AGAP028655,Cyp9k1
XPEHH/GAS.BFS/2/2,GAS.BFS,GAS,Gabon *An. gambiae*,BFS,Burkina Faso *An. gambiae*,XPEHH,2,2,87400000,2L,25854895,87160000,2L,25614895,87440000,2L,25894895,85697813,2L,24152708,87821626,2L,26276521,284.66650390625,161.4615020751953,124.64830780029297,124.64830780029297,4.654173549131601,0.9990361445783132,AGAP006045 AGAP006046 AGAP006047 AGAP006048 AGAP006049 AGAP006050 AGAP006051 AGAP006052 AGAP006053 AGAP006054 AGAP006055 AGAP006056 AGAP006057 AGAP006058 AGAP006059,
IHS/UGS/2/3,UGS,UGS,Uganda *An. gambiae*,,,IHS,2,3,76480000,2L,14934895,76460000,2L,14914895,76620000,2L,15074895,72489322,2L,10944217,77683988,2L,16138883,282.3089599609375,50.35893630981445,93.20378112792969,50.35893630981445,5.111398152941486,0.9892207975200789,AGAP005394 AGAP005396 AGAP005397 AGAP005398 AGAP005399 AGAP005400,
XPEHH/GAS.GWA/2/2,GAS.GWA,GAS,Gabon *An. gambiae*,GWA,Guinea Bissau,XPEHH,2,2,65140000,2L,3594895,64900000,2L,3354895,65260000,2L,3714895,57099753,2R,57099753,66350865,2L,4805760,274.866455078125,56.08009338378906,125.42826080322266,56.08009338378906,4.776085550006379,0.9991149323555443,AGAP004773 AGAP004774 AGAP004775 AGAP004776 AGAP004777 AGAP004778 AGAP004780 AGAP004781 AGAP004782 AGAP004783 AGAP004784 AGAP004785 AGAP004786 AGAP004787 AGAP004788 AGAP004789 AGAP004790 AGAP004791 AGAP004792 AGAP004793 AGAP004794 AGAP004795 AGAP004797 AGAP004798,
H12/BFM/2/5,BFM,BFM,Burkina Faso *An. coluzzii*,,,H12,2,5,24880000,2R,24880000,24860000,2R,24860000,24900000,2R,24900000,24620001,2R,24620001,24940000,2R,24940000,267.85986328125,240.81130981445312,61.99937057495117,61.99937057495117,0.42144492784786497,0.9849187935034803,AGAP013517 AGAP013086 AGAP013456 AGAP013225 AGAP013322 AGAP013353 AGAP013110 AGAP013484 AGAP013247 AGAP013316 AGAP002641 AGAP002642,
H12/BFM/3/2,BFM,BFM,Burkina Faso *An. coluzzii*,,,H12,3,2,64380000,3L,11179316,64360000,3L,11159316,64400000,3L,11199316,64280685,3L,11080001,64800684,3L,11600000,267.61627197265625,300.34588623046875,148.49618530273438,148.49618530273438,0.7826086956521741,0.9967874353025165,AGAP010813 AGAP010814,Tep1
H12/BFS/X/3,BFS,BFS,Burkina Faso *An. gambiae*,,,H12,X,3,9700000,X,9700000,9660000,X,9660000,9760000,X,9760000,9460001,X,9460001,10020000,X,10020000,267.4947509765625,91.80987548828125,264.1707763671875,91.80987548828125,0.08828271703461496,0.9157594145993218,AGAP000540 AGAP000541 AGAP013055,
XPEHH/UGS.CMS/3/2,UGS.CMS,UGS,Uganda *An. gambiae*,CMS,Cameroon *An. gambiae*,XPEHH,3,2,43960000,3R,43960000,43940000,3R,43940000,43980000,3R,43980000,43736040,3R,43736040,44078355,3R,44078355,263.9266357421875,213.9271240234375,74.65522766113281,74.65522766113281,8.509055615409377,0.9972757162987318,,
XPEHH/GWA.BFS/2/2,GWA.BFS,GWA,Guinea Bissau,BFS,Burkina Faso *An. gambiae*,XPEHH,2,2,93520000,2L,31974895,93420000,2L,31874895,93560000,2L,32014895,93273893,2L,31728788,93640639,2L,32095534,261.9580383300781,149.7897186279297,128.3441925048828,128.3441925048828,3.869661031452134,0.9730020051561157,AGAP028457 AGAP006437 AGAP006438 AGAP006439 AGAP006440,
XPEHH/BFS.BFM/3/1,BFS.BFM,BFS,Burkina Faso *An. gambiae*,BFM,Burkina Faso *An. coluzzii*,XPEHH,3,1,28400000,3R,28400000,28360000,3R,28360000,28460000,3R,28460000,28092685,3R,28092685,29430018,3R,29430018,257.3446960449219,204.52334594726562,116.57310485839844,116.57310485839844,12.715824528617409,1.0,AGAP009183,
IHS/BFS/2/5,BFS,BFS,Burkina Faso *An. gambiae*,,,IHS,2,5,87100000,2L,25554895,86980000,2L,25434895,87160000,2L,25614895,85762660,2L,24217555,87440147,2L,25895042,256.8748474121094,183.57223510742188,92.51747131347656,92.51747131347656,6.1341161928896355,0.9984057971014493,AGAP006029 AGAP006030 AGAP006031 AGAP006032 AGAP006033 AGAP006034 AGAP006035 AGAP006036 AGAP006037 AGAP006038 AGAP006039 AGAP006040 AGAP006041 AGAP006042 AGAP029130 AGAP029102 AGAP006045,Rdl
